pdb_id,pqr_ok,pqr_method,pqr_atoms,pqr_nonzero_charges,pqr_sum_abs_charge,ligand_ok,ligand_atoms,ligand_nonzero_charges,ligand_sum_abs_charge,error,pqr_path,ligand_mol2
7NEO,True,existing,4724,4724,1173.3263999999976,True,21,18,2.6679999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7NEO_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7NEO/7NEO_ligand.mol2
7GMP,True,existing,4665,4665,1154.724200000001,True,24,24,2.1866000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMP_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMP/7GMP_ligand.mol2
7RMZ,True,existing,4776,4776,1183.0885999999978,True,27,27,4.537,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RMZ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RMZ/7RMZ_ligand.mol2
7GK2,True,existing,4608,4608,1142.067000000002,True,35,34,4.1439,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK2_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK2/7GK2_ligand.mol2
7RMT,True,existing,4759,4759,1183.3105999999977,True,25,25,4.032500000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RMT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RMT/7RMT_ligand.mol2
7GGT,True,existing,4671,4671,1159.1796,True,24,24,2.9309,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGT/7GGT_ligand.mol2
7GJS,True,existing,4608,4608,1142.067000000002,True,35,34,3.8590000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJS_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJS/7GJS_ligand.mol2
7GFL,True,existing,4671,4671,1159.1796,True,20,20,1.5056,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFL_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFL/7GFL_ligand.mol2
8R11,True,existing,4731,4731,1174.7761999999989,True,22,22,1.7817000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8R11_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8R11/8R11_ligand.mol2
7GFS,True,existing,4671,4671,1159.0150000000003,True,24,22,2.177,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFS_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFS/7GFS_ligand.mol2
7GFX,True,existing,4671,4671,1159.1796,True,20,20,1.6066000000000005,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFX/7GFX_ligand.mol2
7GGE,True,existing,4671,4671,1159.1796,True,29,28,2.5028,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGE_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGE/7GGE_ligand.mol2
7GGX,True,existing,4671,4671,1159.1796,True,26,25,2.7588999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGX/7GGX_ligand.mol2
7GJ0,True,existing,4608,4608,1142.067000000002,True,32,31,3.9733,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ0_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ0/7GJ0_ligand.mol2
8CZ7,True,existing,4736,4736,1174.0267999999974,True,29,27,2.8247000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8CZ7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8CZ7/8CZ7_ligand.mol2
7GIF,True,existing,4665,4665,1154.8888000000006,True,21,20,1.8219,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIF_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIF/7GIF_ligand.mol2
7GFQ,True,existing,4671,4671,1159.1796,True,21,21,2.5055,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFQ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFQ/7GFQ_ligand.mol2
7GG5,True,existing,4671,4671,1159.1796,True,28,28,3.0903,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GG5_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GG5/7GG5_ligand.mol2
7GIC,True,existing,4665,4665,1154.8888000000006,True,21,20,1.4861,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIC_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIC/7GIC_ligand.mol2
7GIT,True,existing,4597,4597,1138.6688000000017,True,24,23,2.1142,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIT/7GIT_ligand.mol2
8SXR,True,existing,4608,4608,1142.7254000000014,True,31,31,3.0617,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8SXR_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8SXR/8SXR_ligand.mol2
7GCZ,True,existing,4684,4684,1165.1497999999997,True,27,27,2.5229999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GCZ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GCZ/7GCZ_ligand.mol2
7GER,True,existing,4671,4671,1159.1796,True,21,21,2.0627000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GER_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GER/7GER_ligand.mol2
7GE3,True,existing,4671,4671,1159.1796,True,19,19,1.8295000000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GE3_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GE3/7GE3_ligand.mol2
7L10,True,existing,4654,4654,1150.9078000000015,True,29,28,2.2685999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7L10_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7L10/7L10_ligand.mol2
7GD3,True,existing,4684,4684,1165.1497999999995,True,31,31,2.955799999999998,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GD3_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GD3/7GD3_ligand.mol2
7GME,True,existing,4665,4665,1155.2180000000003,True,24,24,2.5406,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GME_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GME/7GME_ligand.mol2
7GFC,True,existing,4671,4671,1159.1796000000004,True,29,29,3.6342999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFC_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFC/7GFC_ligand.mol2
7GJW,True,existing,4615,4615,1143.9338000000016,True,37,36,4.708400000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJW_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJW/7GJW_ligand.mol2
7GFE,True,existing,4671,4671,1159.1796,True,30,28,3.6904,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFE_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFE/7GFE_ligand.mol2
7GNE,True,existing,4665,4665,1154.8888000000006,True,27,27,2.3352999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GNE_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GNE/7GNE_ligand.mol2
7GCV,True,existing,4684,4684,1165.314399999999,True,24,24,3.3651999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GCV_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GCV/7GCV_ligand.mol2
7GI4,True,existing,4597,4597,1138.6688000000017,True,24,24,3.3651999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI4/7GI4_ligand.mol2
7GFR,True,existing,4671,4671,1159.1796,True,21,20,2.0412000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFR_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFR/7GFR_ligand.mol2
7GIK,True,existing,4608,4608,1142.0670000000025,True,23,22,1.9411999999999998,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIK_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIK/7GIK_ligand.mol2
7GMX,True,existing,4665,4665,1154.8888000000006,True,26,26,2.6631,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMX/7GMX_ligand.mol2
7GJB,True,existing,4608,4608,1142.067000000002,True,29,28,3.4518000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJB/7GJB_ligand.mol2
7GFT,True,existing,4671,4671,1159.1796,True,24,22,3.293599999999999,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFT/7GFT_ligand.mol2
7GGJ,True,existing,4671,4671,1159.0150000000003,True,24,24,2.9824999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGJ/7GGJ_ligand.mol2
7GB6,True,existing,4684,4684,1164.9851999999998,True,25,22,1.9505,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GB6_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GB6/7GB6_ligand.mol2
7GML,True,existing,4665,4665,1155.0534000000002,True,27,27,2.5801,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GML_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GML/7GML_ligand.mol2
7GK3,True,existing,4615,4615,1143.9338000000016,True,25,24,2.1215,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK3_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK3/7GK3_ligand.mol2
7GK5,True,existing,4615,4615,1143.9338000000016,True,23,22,1.7424000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK5_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK5/7GK5_ligand.mol2
7GM3,True,existing,4665,4665,1154.8888000000006,True,25,25,2.0251000000000006,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GM3_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GM3/7GM3_ligand.mol2
7GJ2,True,existing,4608,4608,1142.067000000002,True,34,33,4.488900000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ2_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ2/7GJ2_ligand.mol2
7GJY,True,existing,4615,4615,1143.9338000000016,True,32,31,3.1836999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJY_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJY/7GJY_ligand.mol2
7GMQ,True,existing,4597,4597,1138.6688000000017,True,27,27,3.060600000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMQ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMQ/7GMQ_ligand.mol2
8YKJ,True,existing,4613,4613,1142.4604000000018,True,34,34,3.3954000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8YKJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8YKJ/8YKJ_ligand.mol2
7GMR,True,existing,4665,4665,1154.8888000000006,True,26,26,2.8108000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMR_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMR/7GMR_ligand.mol2
7GM0,True,existing,4665,4665,1154.8888000000006,True,33,33,3.7506999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GM0_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GM0/7GM0_ligand.mol2
7GKJ,True,existing,4615,4615,1143.9338000000016,True,37,36,4.693500000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKJ/7GKJ_ligand.mol2
7L0D,True,existing,4665,4665,1154.724200000001,True,32,32,3.4071000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7L0D_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7L0D/7L0D_ligand.mol2
8CZ4,True,existing,4736,4736,1173.8621999999978,True,31,29,1.9393999999999993,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8CZ4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8CZ4/8CZ4_ligand.mol2
8R16,True,existing,4792,4792,1190.067799999998,True,22,22,1.9806000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8R16_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8R16/8R16_ligand.mol2
7GKX,True,existing,4615,4615,1144.0984000000012,True,28,27,2.8301999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKX/7GKX_ligand.mol2
7VIC,True,existing,4608,4608,1142.5608000000018,True,26,26,2.9618999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7VIC_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7VIC/7VIC_ligand.mol2
7GMN,True,existing,4665,4665,1155.5472,True,29,29,3.0653000000000015,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMN_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMN/7GMN_ligand.mol2
7S4B,True,existing,4682,4682,1160.2532000000003,True,22,21,1.8208,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7S4B_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7S4B/7S4B_ligand.mol2
7NBT,True,existing,4723,4723,1172.5049999999974,True,22,22,2.1106000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7NBT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7NBT/7NBT_ligand.mol2
7GE1,True,existing,4684,4684,1165.1497999999995,True,27,27,4.6985,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GE1_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GE1/7GE1_ligand.mol2
7GJ6,True,existing,4608,4608,1142.067000000002,True,23,22,2.1149999999999998,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ6_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ6/7GJ6_ligand.mol2
7GIB,True,existing,4665,4665,1154.8888000000006,True,21,20,1.8190000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIB/7GIB_ligand.mol2
7GJ1,True,existing,4608,4608,1141.9024000000024,True,22,22,2.2218,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ1_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ1/7GJ1_ligand.mol2
7GIG,True,existing,4627,4627,1144.9972000000007,True,22,21,1.7957,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIG_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIG/7GIG_ligand.mol2
7GKC,True,existing,4608,4608,1142.2316000000017,True,31,30,4.129000000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKC_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKC/7GKC_ligand.mol2
7GK4,True,existing,4615,4615,1143.9338000000016,True,23,22,1.6307,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK4/7GK4_ligand.mol2
7GD5,True,existing,4684,4684,1165.3143999999993,True,28,28,2.6595999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GD5_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GD5/7GD5_ligand.mol2
7GI9,True,existing,4665,4665,1155.0534000000002,True,22,21,2.1991,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI9_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI9/7GI9_ligand.mol2
7GG2,True,existing,4671,4671,1159.1796,True,25,24,2.4981,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GG2_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GG2/7GG2_ligand.mol2
7GMI,True,existing,4665,4665,1155.0534000000002,True,25,25,2.5146,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMI_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMI/7GMI_ligand.mol2
7GJJ,True,existing,4682,4682,1160.0886000000007,True,32,31,3.1182000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJJ/7GJJ_ligand.mol2
7GMH,True,existing,4679,4679,1159.5793999999994,True,24,24,2.5406,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMH/7GMH_ligand.mol2
7GD4,True,existing,4684,4684,1165.1497999999995,True,30,30,2.9558000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GD4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GD4/7GD4_ligand.mol2
7GN3,True,existing,4665,4665,1154.8888000000006,True,26,26,2.8108000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GN3_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GN3/7GN3_ligand.mol2
7GKY,True,existing,4615,4615,1144.0984000000012,True,21,21,2.4048999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKY_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKY/7GKY_ligand.mol2
7GFU,True,existing,4671,4671,1159.1796,True,24,23,2.4477,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFU_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFU/7GFU_ligand.mol2
7GJ8,True,existing,4608,4608,1142.067000000002,True,24,23,2.4453,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ8_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ8/7GJ8_ligand.mol2
7GKG,True,existing,4615,4615,1143.9338000000016,True,24,23,2.0206,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKG_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKG/7GKG_ligand.mol2
7GJL,True,existing,4608,4608,1142.067000000002,True,25,24,1.9015,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJL_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJL/7GJL_ligand.mol2
7GFO,True,existing,4671,4671,1159.1796,True,30,30,3.241,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFO_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFO/7GFO_ligand.mol2
7GII,True,existing,4597,4597,1138.8334000000018,True,30,29,3.0643,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GII_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GII/7GII_ligand.mol2
7RME,True,existing,4730,4730,1174.129399999999,True,27,27,4.537000000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RME_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RME/7RME_ligand.mol2
8R14,True,existing,4795,4795,1182.8989999999978,True,24,24,2.4370000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8R14_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8R14/8R14_ligand.mol2
7GKM,True,existing,4615,4615,1143.9338000000016,True,27,26,2.1848,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKM_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKM/7GKM_ligand.mol2
7GMO,True,existing,4665,4665,1154.8888000000006,True,30,29,3.0748,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMO_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMO/7GMO_ligand.mol2
