trial_uid,trial_index,trial_name,model_type,status,error_message,checkpoint_path,elapsed_seconds,objective_metric,objective_mode,RMSE,MSE,MAE,Pearson,Spearman,R2,epochs,patience,valid_split,seed,lr,batch_size,hidden_dim,num_layers,atom_emb_dim,hibrid_emb_dim,bond_emb_dim
3e6dfaecad7d,72,trial_0072_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0072_GAT/Modelos/trial_0072_GAT.pt,20.355,RMSE,min,0.9026633874732353,0.8148011910846561,0.7417732804232805,0.6823949067490097,0.6808812995356172,0.14570894338805607,50,10,0.2,42,0.0001,32,128,3,0.4,0.5,1
dae4d54c9713,73,trial_0073_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0073_EGAT/Modelos/trial_0073_EGAT.pt,22.085,RMSE,min,0.7967583025268722,0.6348237926455027,0.6215597883597884,0.684584214085977,0.6804632835330483,0.33440906258422276,50,10,0.2,42,0.001,16,64,2,0.4,0.5,1
46209671ad73,74,trial_0074_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0074_EGAT/Modelos/trial_0074_EGAT.pt,11.102,RMSE,min,0.9529932320695517,0.9081961003703704,0.7825000000000001,0.6639041233273267,0.6720114295040104,0.047787589554910026,50,10,0.2,42,0.001,16,64,3,0.4,0.5,1
8cb299655be0,75,trial_0075_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0075_EGAT/Modelos/trial_0075_EGAT.pt,19.288,RMSE,min,0.8312443959153895,0.6909672457407408,0.6724917989417989,0.7087348179231872,0.7053485010552251,0.2755445808046535,50,10,0.2,42,0.001,16,128,2,0.4,0.5,1
760f9f334569,76,trial_0076_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0076_EGAT/Modelos/trial_0076_EGAT.pt,38.426,RMSE,min,0.8645912321153816,0.7475179986507936,0.7036288359788359,0.6957854845299877,0.6975419307952632,0.21625305916190884,50,10,0.2,42,0.001,16,128,3,0.4,0.5,1
a7ed59e4d85f,77,trial_0077_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0077_EGAT/Modelos/trial_0077_EGAT.pt,19.866,RMSE,min,0.8224694831346818,0.6764560506878307,0.6615031746031744,0.7140542570672554,0.7153775341771137,0.290759070290058,50,10,0.2,42,0.001,32,64,2,0.4,0.5,1
6b77b0f8e248,78,trial_0078_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0078_EGAT/Modelos/trial_0078_EGAT.pt,26.17,RMSE,min,0.8517388316737429,0.7254590373809524,0.6976240740740741,0.7013766525477868,0.6974473856884498,0.23938112222461572,50,10,0.2,42,0.001,32,64,3,0.4,0.5,1
91db2be5e6d0,79,trial_0079_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0079_EGAT/Modelos/trial_0079_EGAT.pt,41.575,RMSE,min,0.7573147495030152,0.5735256298148148,0.6128801587301588,0.7330842597376278,0.7356818224993378,0.3986780804329688,50,10,0.2,42,0.001,32,128,2,0.4,0.5,1
140a9d89cc05,80,trial_0080_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0080_EGAT/Modelos/trial_0080_EGAT.pt,57.928,RMSE,min,0.8351157011054242,0.6974182342328042,0.6673550264550264,0.6960340483743496,0.6979077926829452,0.2687809409924189,50,10,0.2,42,0.001,32,128,3,0.4,0.5,1
aa2f773e484a,81,trial_0081_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0081_EGAT/Modelos/trial_0081_EGAT.pt,12.789,RMSE,min,0.8369412977145445,0.7004707358201059,0.6825857142857144,0.692778345539689,0.6914727352521306,0.26558049794587135,50,10,0.2,42,0.0005,16,64,2,0.4,0.5,1
b2096bf3d8a0,82,trial_0082_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0082_EGAT/Modelos/trial_0082_EGAT.pt,27.476,RMSE,min,0.7940234742741632,0.6304732776984127,0.6335727513227514,0.7060203819559849,0.7056554264679588,0.338970428045665,50,10,0.2,42,0.0005,16,64,3,0.4,0.5,1
348035c7d5e6,83,trial_0083_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0083_EGAT/Modelos/trial_0083_EGAT.pt,35.593,RMSE,min,0.7524910127959166,0.5662427243386243,0.5970391534391534,0.7221133270421535,0.7293937195851736,0.40631395662281267,50,10,0.2,42,0.0005,16,128,2,0.4,0.5,1
b92decae0e70,84,trial_0084_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0084_EGAT/Modelos/trial_0084_EGAT.pt,46.842,RMSE,min,0.8386487438308726,0.7033317155291006,0.6757060846560846,0.7076547359053291,0.7127071884582074,0.26258085900905437,50,10,0.2,42,0.0005,16,128,3,0.4,0.5,1
98e1320ca52a,85,trial_0085_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0085_EGAT/Modelos/trial_0085_EGAT.pt,11.884,RMSE,min,0.9117439830393539,0.8312770906084657,0.760450529100529,0.6689280608838553,0.664560081367644,0.12843452876172168,50,10,0.2,42,0.0005,32,64,2,0.4,0.5,1
619727829cb0,86,trial_0086_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0086_EGAT/Modelos/trial_0086_EGAT.pt,31.211,RMSE,min,0.7531483493032438,0.567232436058201,0.6032626984126984,0.7230487905582241,0.7266923972276339,0.40527627788607334,50,10,0.2,42,0.0005,32,64,3,0.4,0.5,1
7c316dde3a3a,87,trial_0087_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0087_EGAT/Modelos/trial_0087_EGAT.pt,34.252,RMSE,min,0.886586954511543,0.7860364279100529,0.7307917989417988,0.6859976820916335,0.6802095402933643,0.17586780937217683,50,10,0.2,42,0.0005,32,128,2,0.4,0.5,1
dc3269499433,88,trial_0088_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0088_EGAT/Modelos/trial_0088_EGAT.pt,48.923,RMSE,min,0.8178033295643646,0.6688022858465609,0.6454082010582011,0.7072997531106832,0.711663535193162,0.29878377978342985,50,10,0.2,42,0.0005,32,128,3,0.4,0.5,1
4985323b2a3b,89,trial_0089_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0089_EGAT/Modelos/trial_0089_EGAT.pt,20.549,RMSE,min,0.885965224110593,0.7849343783333332,0.730502380952381,0.6827611342693749,0.6764341356282614,0.17702327049279853,50,10,0.2,42,0.0001,16,64,2,0.4,0.5,1
dccb52d06822,90,trial_0090_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0090_EGAT/Modelos/trial_0090_EGAT.pt,24.874,RMSE,min,0.9171875035923852,0.8412329167460316,0.7609648148148147,0.6738895023353323,0.6712585646432528,0.11799618708577975,50,10,0.2,42,0.0001,16,64,3,0.4,0.5,1
684ddefd3db9,91,trial_0091_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0091_EGAT/Modelos/trial_0091_EGAT.pt,38.929,RMSE,min,0.8013779263534533,0.6422065808465608,0.6393968253968254,0.7104056330198292,0.7126229973324157,0.32666846278879513,50,10,0.2,42,0.0001,16,128,2,0.4,0.5,1
0f1f4d910d63,92,trial_0092_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0092_EGAT/Modelos/trial_0092_EGAT.pt,56.182,RMSE,min,0.882277385639936,0.7784133852116403,0.7182574074074074,0.6745584765235442,0.6782688024383161,0.18386030775421258,50,10,0.2,42,0.0001,16,128,3,0.4,0.5,1
71d1ef44d41d,93,trial_0093_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0093_EGAT/Modelos/trial_0093_EGAT.pt,20.298,RMSE,min,0.8920538379723892,0.7957600498412697,0.7378534391534392,0.6768732030318505,0.6703934989425516,0.16567292582928905,50,10,0.2,42,0.0001,32,64,2,0.4,0.5,1
83c6a7ec7a43,94,trial_0094_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0094_EGAT/Modelos/trial_0094_EGAT.pt,27.975,RMSE,min,0.9025789743106832,0.814648804867725,0.7520925925925928,0.6810171113533876,0.6764923457642043,0.14586871510132748,50,10,0.2,42,0.0001,32,64,3,0.4,0.5,1
d1533aeb7e20,95,trial_0095_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0095_EGAT/Modelos/trial_0095_EGAT.pt,39.062,RMSE,min,0.8980891099392835,0.8065640493915344,0.737996560846561,0.6791952693534287,0.6762833309671077,0.1543453034688652,50,10,0.2,42,0.0001,32,128,2,0.4,0.5,1
c0db9e7a0be1,96,trial_0096_EGAT,EGAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0096_EGAT/Modelos/trial_0096_EGAT.pt,51.008,RMSE,min,0.8419231377434195,0.708834569867725,0.6953240740740741,0.703542023361026,0.6983664377596889,0.256811305283848,50,10,0.2,42,0.0001,32,128,3,0.4,0.5,1
91ae7629761c,97,trial_0097_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0097_GraphTransformer/Modelos/trial_0097_GraphTransformer.pt,27.602,RMSE,min,0.728443744382611,0.5306302887301586,0.5856042328042327,0.7402247414921789,0.7362812471535809,0.4436523719041914,50,10,0.2,42,0.001,16,64,2,0.4,0.5,1
88a5350e1f24,98,trial_0098_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0098_GraphTransformer/Modelos/trial_0098_GraphTransformer.pt,35.647,RMSE,min,0.6818168419783212,0.464874206005291,0.5341224867724867,0.7585500106832875,0.7684523025607537,0.5125953656115401,50,10,0.2,42,0.001,16,64,3,0.4,0.5,1
ab98078b1161,99,trial_0099_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0099_GraphTransformer/Modelos/trial_0099_GraphTransformer.pt,52.96,RMSE,min,0.7468369699489572,0.5577654596825397,0.5992539682539683,0.7182362866227642,0.725000176357363,0.41520207738093895,50,10,0.2,42,0.001,16,128,2,0.4,0.5,1
4f37b6f47065,100,trial_0100_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0100_GraphTransformer/Modelos/trial_0100_GraphTransformer.pt,82.96,RMSE,min,0.7280281234574483,0.5300249485449736,0.5730431216931217,0.7357850678138645,0.7444255589552378,0.44428705029208504,50,10,0.2,42,0.001,16,128,3,0.4,0.5,1
103a5fa422a6,101,trial_0101_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0101_GraphTransformer/Modelos/trial_0101_GraphTransformer.pt,14.897,RMSE,min,0.8869440400229741,0.786669730132275,0.7275267195767195,0.6870171983653821,0.6826544026501014,0.1752038137490768,50,10,0.2,42,0.001,32,64,2,0.4,0.5,1
85b676c07213,102,trial_0102_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0102_GraphTransformer/Modelos/trial_0102_GraphTransformer.pt,38.496,RMSE,min,0.7408272443551438,0.548825005978836,0.5903841269841269,0.7188007851088206,0.7235889608533509,0.42457583594277903,50,10,0.2,42,0.001,32,64,3,0.4,0.5,1
d33ea17417f4,103,trial_0103_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0103_GraphTransformer/Modelos/trial_0103_GraphTransformer.pt,41.514,RMSE,min,0.8024132343936998,0.6438669987301587,0.6413349206349206,0.7143320256915372,0.7185576995342053,0.3249275716809802,50,10,0.2,42,0.001,32,128,2,0.4,0.5,1
f06d08fccbea,104,trial_0104_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0104_GraphTransformer/Modelos/trial_0104_GraphTransformer.pt,72.73,RMSE,min,0.813984000531763,0.6625699531216932,0.649410582010582,0.7069371524280431,0.7127947997794868,0.3053181665356104,50,10,0.2,42,0.001,32,128,3,0.4,0.5,1
7a8b45c7365f,105,trial_0105_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0105_GraphTransformer/Modelos/trial_0105_GraphTransformer.pt,18.972,RMSE,min,0.8470608859290455,0.7175121444708995,0.6857552910052911,0.694734827189411,0.6974264632368928,0.2477131664277834,50,10,0.2,42,0.0005,16,64,2,0.4,0.5,1
2e69f329bfda,106,trial_0106_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0106_GraphTransformer/Modelos/trial_0106_GraphTransformer.pt,43.686,RMSE,min,0.6939464805233094,0.4815617178306878,0.5501232804232804,0.7512869885340173,0.7507749162430022,0.49509908275686587,50,10,0.2,42,0.0005,16,64,3,0.4,0.5,1
1f8b321fe8bb,107,trial_0107_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0107_GraphTransformer/Modelos/trial_0107_GraphTransformer.pt,47.249,RMSE,min,0.8548415690647352,0.7307541082010583,0.6945539682539683,0.6953680753360765,0.6994283639740809,0.23382942238023818,50,10,0.2,42,0.0005,16,128,2,0.4,0.5,1
2dfef4b67acd,108,trial_0108_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0108_GraphTransformer/Modelos/trial_0108_GraphTransformer.pt,78.324,RMSE,min,0.7444232707128626,0.554166005978836,0.5923010582010582,0.7290566010746707,0.7302647445978315,0.41897598093116506,50,10,0.2,42,0.0005,16,128,3,0.4,0.5,1
88075a2f30c5,109,trial_0109_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0109_GraphTransformer/Modelos/trial_0109_GraphTransformer.pt,19.652,RMSE,min,0.8733128009218508,0.7626752482539683,0.7238153439153439,0.695832482505044,0.6962468977808967,0.2003612036755542,50,10,0.2,42,0.0005,32,64,2,0.4,0.5,1
afc6f3035bda,110,trial_0110_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0110_GraphTransformer/Modelos/trial_0110_GraphTransformer.pt,42.116,RMSE,min,0.7728074458662024,0.5972313483862434,0.6191854497354498,0.7031244685631909,0.7039829106329049,0.37382344891338015,50,10,0.2,42,0.0005,32,64,3,0.4,0.5,1
ad993cd60cbb,111,trial_0111_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0111_GraphTransformer/Modelos/trial_0111_GraphTransformer.pt,58.436,RMSE,min,0.8268391713094151,0.6836630152116402,0.6724013227513227,0.7043845775378799,0.7047536607439547,0.28320281557985805,50,10,0.2,42,0.0005,32,128,2,0.4,0.5,1
9f4307bc2863,112,trial_0112_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0112_GraphTransformer/Modelos/trial_0112_GraphTransformer.pt,70.86,RMSE,min,0.8334397306839527,0.6946217846825397,0.6779441798941799,0.690857018312337,0.6887563954466361,0.27171292227472077,50,10,0.2,42,0.0005,32,128,3,0.4,0.5,1
46280ee0ef3f,113,trial_0113_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0113_GraphTransformer/Modelos/trial_0113_GraphTransformer.pt,29.865,RMSE,min,0.8355565738606172,0.6981547881216931,0.6820420634920634,0.6951027228783117,0.6941281294854393,0.2680086895439976,50,10,0.2,42,0.0001,16,64,2,0.4,0.5,1
1188e813ced9,114,trial_0114_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0114_GraphTransformer/Modelos/trial_0114_GraphTransformer.pt,41.703,RMSE,min,0.8491099827179768,0.7209877627513228,0.702979365079365,0.7007564841079598,0.6985293978785262,0.24406910006453963,50,10,0.2,42,0.0001,16,64,3,0.4,0.5,1
690c2bb0c5b9,115,trial_0115_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0115_GraphTransformer/Modelos/trial_0115_GraphTransformer.pt,47.654,RMSE,min,0.8309467533670355,0.690472506931217,0.6798291005291005,0.6930237501385947,0.6858466619088123,0.2760632974498419,50,10,0.2,42,0.0001,16,128,2,0.4,0.5,1
9f893ff1a5b0,116,trial_0116_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0116_GraphTransformer/Modelos/trial_0116_GraphTransformer.pt,43.293,RMSE,min,0.8867466635800613,0.7863196453703704,0.7269997354497355,0.6805429454570718,0.672730426705136,0.17557086559488133,50,10,0.2,42,0.0001,16,128,3,0.4,0.5,1
882ecc6f8466,117,trial_0117_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0117_GraphTransformer/Modelos/trial_0117_GraphTransformer.pt,28.535,RMSE,min,0.8486914117983742,0.7202771124603174,0.6932171957671958,0.6948110838438899,0.6946446692178191,0.24481419248048997,50,10,0.2,42,0.0001,32,64,2,0.4,0.5,1
7e7011f88ba9,118,trial_0118_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0118_GraphTransformer/Modelos/trial_0118_GraphTransformer.pt,17.432,RMSE,min,0.9504149745014615,0.9032886237566138,0.788721164021164,0.6706786327514757,0.6662190990311647,0.05293291018960811,50,10,0.2,42,0.0001,32,64,3,0.4,0.5,1
888357391424,119,trial_0119_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0119_GraphTransformer/Modelos/trial_0119_GraphTransformer.pt,55.537,RMSE,min,0.8479023236336132,0.7189383504232805,0.6944798941798943,0.6913839745174809,0.6923630456013687,0.24621783848357182,50,10,0.2,42,0.0001,32,128,2,0.4,0.5,1
4cb9e7881d4e,120,trial_0120_GraphTransformer,GraphTransformer,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0120_GraphTransformer/Modelos/trial_0120_GraphTransformer.pt,38.871,RMSE,min,0.9023589326647066,0.8142516433597884,0.739118783068783,0.6795867785005862,0.6731301709799831,0.1462851252980395,50,10,0.2,42,0.0001,32,128,3,0.4,0.5,1
